filename,dataset_variant,token_usage_input,token_usage_output,runtime_ms,peak_memory_bytes,formatting_pass_pct,pytest_filename,pytest_pass_pct,checksum,row_count,snapshot_pass
task6a.sql,large,17,109,11,,100.0,,,519b60d6a222c8dad603bb3559888230a21445a620826ddb9d18606fc731a44d,0,False
task7a.sql,clean,18,136,4,,100.0,,,d481a8acecb68e1ff828f4fd836a275cc5d4b34db61cf2d63082d998dcde3fe1,500,False
task7a.sql,null_heavy,18,136,1,,100.0,,,c7f8867442f30f7eb5cb45f9a2d1e871f752d49590c0063529b439a68e08d175,399,False
task7a.sql,duplicate_heavy,18,136,2,,100.0,,,e27c82cad045c5ebd5a5b5158620adbf82fe0af00e2554a78e9209cd0f71c394,585,False
task7a.sql,medium,18,136,3,,100.0,,,af5e772af3f3b1cf6db16f1babe97fca9307680eb33c65b0a33433b3e3f8a83e,5000,False
task7a.sql,large,18,136,21,,100.0,,,110042b520cff9068fddb2bf6942ae4966cb3db19324106bc78edefed03402df,50000,False
task8a.sql,clean,19,117,7,,100.0,,,7ec9aba4560c352f481d0df20cbd8fc5477b931e6dac022257de88bace89f78f,24,True
task8a.sql,null_heavy,19,117,2,,100.0,,,125c14c113dd31414ea3272d44a5408a4df1b6c1cfa24338785cf199476f2cfe,24,True
task8a.sql,duplicate_heavy,19,117,2,,100.0,,,54606115840d691c23e4531eb0fd145a9ee0f8203416d6157b78519a9e7c19be,24,True
task8a.sql,medium,19,117,4,,100.0,,,ffd3bc4da63486100660d613386471a44cba1d641c0c8b7901b55d0ab1f65ff7,24,True
task8a.sql,large,19,117,10,,100.0,,,a33f504dadd444b7b2b2faece3ed9bc649e1d4de5859629d2491215e3b5c6f2a,24,True
task9a.sql,clean,17,94,2,,100.0,,,9cae717983a1338ba4153b8520da9f0e0a5c079c6574d27e252a26edec11a07b,100,False
task9a.sql,null_heavy,17,94,1,,100.0,,,9cae717983a1338ba4153b8520da9f0e0a5c079c6574d27e252a26edec11a07b,100,False
task9a.sql,duplicate_heavy,17,94,1,,100.0,,,53912a55678b1f01e794f02eb3d002d56a558e68da004e51187ddb20c2d92483,100,False
task9a.sql,medium,17,94,1,,100.0,,,a1e23cdde2137a95497ed6d6435fdbb8a0ca46f12fdec9e3832894c36c89203b,500,False
task9a.sql,large,17,94,2,,100.0,,,f0a10b383fb51e67d8a859e13f42281be8ae7796834c519d033b9a53446f70cd,2000,False
task10a.sql,clean,17,121,7,,100.0,,,f90d2b58b5b7b7fbfb93348a0c6832fb889269118f86a8afb5f634d37ece4568,24,False
task10a.sql,null_heavy,17,121,4,,100.0,,,52aacd7e66d7ec41c884490360eaca17f48ae9a67f859832b3f339dd3c112397,18,False
task10a.sql,duplicate_heavy,17,121,4,,100.0,,,5d9400c3e9a6e52a93a4964087cb38bf393dcabf4bd2905d423599baa39e93ff,25,False
task10a.sql,medium,17,121,6,,100.0,,,4421f83a311f21508263e5952a26984c80bd22931a9405595f1bacae4a29ac0b,192,False
task10a.sql,large,17,121,13,,100.0,,,df661a60c9f5b68f2f40a3edbc81f463ae339e9e45f0a36f6eaffd5a4406a5e1,1433,False
task11a.sql,clean,22,149,7,,100.0,,,09cb0106d13716491df3b5b15a779e2b54837d2efc3f0b52eb14aa67f479a8a8,4,False
task11a.sql,null_heavy,22,149,7,,100.0,,,7193dc328812263362f753140621aa4195f8a0e10e1c227ebd48803b09ca48db,4,False
task11a.sql,duplicate_heavy,22,149,8,,100.0,,,34cd3091d23854d5491aa7751a93b7a3c2a740f74626a2fb24520ebef619168e,4,False
task11a.sql,medium,22,149,21,,100.0,,,89aa092d2d54164d4a92fa74966527e3661f9ada70363b4e0fbdb2d1aa83de5b,4,False
task11a.sql,large,22,149,93,,100.0,,,b7f53f0efb54878748491087917d2208708a5bff17433428c68a0746ce3fd3ce,4,False
task12a.sql,clean,25,168,4,,100.0,,,5d3a25f8500bb8e08cbc63960a6bfc310b67ca8915f71999de2d4ad651cad510,500,False
task12a.sql,null_heavy,25,168,5,,100.0,,,0701615bb8a9def1e1663fc3f1ee7b675ae0a9818870886e127e5a3a2a408923,369,False
task12a.sql,duplicate_heavy,25,168,3,,100.0,,,cd37780272e0f3f11c20c280abbf9f7bd5fe527012cf0c413568a20df74ddf95,585,False
task12a.sql,medium,25,168,6,,100.0,,,7abe8076941493ffb5c1288276df8e819aa98ea546b66c1b69c97972216d3165,5000,False
task12a.sql,large,25,168,34,,100.0,,,d54ff719e47749aa5d525f8ce0e10e5ca765bd8994b86b710f94eb12b0e6baae,50000,False
task13a.sql,clean,20,134,4,,100.0,,,3febc6d85ca88623f83ecfd6178b26b963aafa189119805e0f1010c11756e2ab,4,False
task13a.sql,null_heavy,20,134,3,,100.0,,,042dc4074cad0740396e4168dfcb75ff6f7664a6a6df7f9053f43053f1d152bb,4,False
task13a.sql,duplicate_heavy,20,134,3,,100.0,,,b28b0f641b131d297aca67f2f2908d783f1e3db0ddc8be17be65d862b65c6d90,4,False
task13a.sql,medium,20,134,4,,100.0,,,5f6214ed40a5d976b8c2b2d05f81ee79616e41031d373444e6b339846addacdf,4,False
task13a.sql,large,20,134,13,,100.0,,,0ef5bdae9ca00c6b45f460d6a2ffca12e6197fce49da769481a992c67899f5e0,4,False
task14a.sql,clean,17,159,6,,100.0,,,3d6c1e21ed5bf6144235b4b8e4501d82dc1ff63aa5f4864a1e7836ae4316cc80,402,False
task14a.sql,null_heavy,17,159,4,,100.0,,,e41a7ec222cd6c0caf4447dc4bace8b3614c9809d756ca227a2246b5b2a91d9e,305,False
task14a.sql,duplicate_heavy,17,159,4,,100.0,,,344d629ac8bdf65067ba393c398f1b421b1336ea763d701a28f1227289035cc3,480,False
task14a.sql,medium,17,159,8,,100.0,,,f2b35b81112858e9bf522d3f282629d84a31c0b15dc074c4ac2550ed8b52fdbe,4030,False
task14a.sql,large,17,159,33,,100.0,,,9fa724563ad5e2649525eaadd343202dd40b26728e4d3740a373d8d484ac1882,40090,False
task15a.sql,clean,23,202,7,,100.0,,,b076029a12cc23567bb6ee17e354d4201514b973094bb751dc93133e64ba6b0f,99,False
task15a.sql,null_heavy,23,202,5,,100.0,,,21dfaa18982203867f6d9a077c3f0326ed6e91fd9c5efe3ddd6f97e5981069b1,96,False
task15a.sql,duplicate_heavy,23,202,6,,100.0,,,eafbb9aec941c99c0afe4be0d46e8440276cc7b082f5033322e16c3b5740f19b,100,False
task15a.sql,medium,23,202,6,,100.0,,,63fa31352534e9bbc0d590d016edbe9fb3a170afd82ce62a6ac38843b2d49da2,500,False
task15a.sql,large,23,202,16,,100.0,,,d5094212ba98eb7f2c996088a1359ed036827b9074c9eeb68758012e3ee968b3,2000,False
task16a.sql,clean,18,174,0,,100.0,,,,0,False
task16a.sql,null_heavy,18,174,0,,100.0,,,,0,False
task16a.sql,duplicate_heavy,18,174,6,,100.0,,,e29ca8e48c43caf58eadeedacf15228cf0fd19410b1362076177dd1468b494c0,500,False
task16a.sql,medium,18,174,0,,100.0,,,,0,False
task16a.sql,large,18,174,0,,100.0,,,,0,False
task17a.sql,clean,21,150,5,,100.0,,,0788a89ef84176ed24d0a2cfcb811dd72d19917f110593bcf160aeafaa8a9c63,282,False
task17a.sql,null_heavy,21,150,5,,100.0,,,174b13a33d1e0cf8a52aa87b966425d7be16c65e6553a5aeda2e89872ceab089,238,False
task17a.sql,duplicate_heavy,21,150,4,,100.0,,,dbbd579833d70cf0ae060ab15b861165704fb2319e330865f8e5123ff36d1c92,270,False
task17a.sql,medium,21,150,6,,100.0,,,e61646f083702d6a8b6deb15fe5f77a958d0f7284d1cfe3f142e7e4ffa73ce48,1498,False
task17a.sql,large,21,150,18,,100.0,,,2b7562a98ca64f9e2e3a7a35b6563b14d126331cc2a457e2bb2493bd14e23312,6000,False
task18a.sql,clean,17,145,5,,100.0,,,520c5655a49aa1009497c3894fd117732544e7d0b3acf3a2000698c22a151628,500,False
task18a.sql,null_heavy,17,145,5,,100.0,,,765bcef933125303cd96d31be554e4700641a7200f9f6c666c06e07ff817c925,305,False
task18a.sql,duplicate_heavy,17,145,4,,100.0,,,dd6621bc1d2109d73f88897d060d076b1136246cfda29b1277fc89fefed0c71e,585,False
task18a.sql,medium,17,145,6,,100.0,,,81d4c41f283b6ee9d30278527b5a59b4e74d75b752a4e3b474fe5aa222339069,5000,False
task18a.sql,large,17,145,33,,100.0,,,ab9dc05c7a41de7d93a5a01ee54d1dc2585d9974750c38b9e7c672759c49d43c,50000,False
task19a.sql,clean,16,138,6,,100.0,,,cad6530bd406fec34cdf596bacbaec67e318a82b6dc49bebed93cee06d5e1d25,9000,False
task19a.sql,null_heavy,16,138,6,,100.0,,,7cbc0bc1c2fb79ea0c4650f27785d6e27a00f08efa9432d97995dfc063d510ba,6462,False
task19a.sql,duplicate_heavy,16,138,7,,100.0,,,61d18dcd1c99daf99cc295d8ed1ad8b699d3d38fce6a8c1357e3b4a6a8a11b64,9000,False
task19a.sql,medium,16,138,21,,100.0,,,c08d8468cb36c4201b0f34b80785adbbee1b025ad5090a301b1c57332e1ca909,45000,False
task19a.sql,large,16,138,51,,100.0,,,7789a55eae94602f747e8ec80186478e05f7bb950549aadedae5fbf2702a2ea5,180000,False
task20a.sql,clean,19,157,9,,100.0,,,8a453849b6ec45b0d993f5691ff5a36a0de8cb70a77c9f2381487faa1880aa34,9000,False
task20a.sql,null_heavy,19,157,6,,100.0,,,e3fac5d0841adb20d2c773a0806d301feb43bf4ab139781367f861239ab1acf9,6462,False
task20a.sql,duplicate_heavy,19,157,6,,100.0,,,122deb183954b5bf24fb92a05c2fe2cd2f22eec8ac847939b2d93c6d139fdc58,9000,False
task20a.sql,medium,19,157,18,,100.0,,,344a269eb670de3f3df886250ef8c663b811599876742bdd69e9d199a0f8ac09,45000,False
task20a.sql,large,19,157,46,,100.0,,,57e63c2a2bbf809738e6cc742499a545a45c080977e09da923a90fcca6cc23a3,180000,False
task21a.sql,clean,20,203,6,,100.0,,,eec42f139c7e804368c174451d7a1df8ed334c25b534f05f09f4d9646e340309,100,True
task21a.sql,null_heavy,20,203,6,,100.0,,,e39b337327c0a3c0177af33e168bc89d9b54d0038cf6ab38f4e663203eec6f73,100,True
task21a.sql,duplicate_heavy,20,203,6,,100.0,,,7b92b7dc8f1cd19cd0948f703526062ae74e5df66623334fc1bebe31f441c55f,100,True
task21a.sql,medium,20,203,11,,100.0,,,fce9d79fbe676850cffaa39c3884f097042d42f0fdca0aa96a1b205cd0cff026,500,True
task21a.sql,large,20,203,22,,100.0,,,ec850e6533a05ae82570638a917186c917ff78dd263c856803568b2dded41c94,2000,True
task22a.sql,clean,24,280,6,,100.0,,,7a6d223aee6343b6c285d16067d29041b5185e00ada3f5dbd0188410485d8cd5,4,False
task22a.sql,null_heavy,24,280,6,,100.0,,,c42022335ae5fde873e80e74186b64cfbb409b14aea0353c5d4673b16a9a1687,4,False
task22a.sql,duplicate_heavy,24,280,8,,100.0,,,186bf5f4e4b1247cd2e672912e6fb625f2bbce44bde8b910252bb3b59646cc7c,4,False
task22a.sql,medium,24,280,10,,100.0,,,7e5145d1d1ad3e071e1e8fed707c24783f9f8b66924ab1936dd9c656611a53cb,4,False
task22a.sql,large,24,280,23,,100.0,,,f53de0d552f5bd2f17f8641b41644a5acbacec57915bb31d45ddb1754de677eb,4,False
task23a.sql,clean,16,166,0,,100.0,,,,0,False
task23a.sql,null_heavy,16,166,0,,100.0,,,,0,False
task23a.sql,duplicate_heavy,16,166,5,,100.0,,,e29ca8e48c43caf58eadeedacf15228cf0fd19410b1362076177dd1468b494c0,500,False
task23a.sql,medium,16,166,0,,100.0,,,,0,False
task23a.sql,large,16,166,0,,100.0,,,,0,False
task24a.sql,clean,20,254,0,,100.0,,,,0,False
task24a.sql,null_heavy,20,254,0,,100.0,,,,0,False
task24a.sql,duplicate_heavy,20,254,5,,100.0,,,4b993cfb7ba8827c69a1c04776c0aa5ee484d8ee157b4a317bd6c86b9c2836bf,100,False
task24a.sql,medium,20,254,0,,100.0,,,,0,False
task24a.sql,large,20,254,0,,100.0,,,,0,False
task25a.sql,clean,16,130,3,,100.0,,,94d2f57ff3087304e5afbf27bbf9d51256b84257d84e84e98ba83796988d6bc9,0,False
task25a.sql,null_heavy,16,130,3,,100.0,,,94d2f57ff3087304e5afbf27bbf9d51256b84257d84e84e98ba83796988d6bc9,0,False
task25a.sql,duplicate_heavy,16,130,5,,100.0,,,94d2f57ff3087304e5afbf27bbf9d51256b84257d84e84e98ba83796988d6bc9,0,False
task25a.sql,medium,16,130,5,,100.0,,,94d2f57ff3087304e5afbf27bbf9d51256b84257d84e84e98ba83796988d6bc9,0,False
task25a.sql,large,16,130,13,,100.0,,,94d2f57ff3087304e5afbf27bbf9d51256b84257d84e84e98ba83796988d6bc9,0,False
task26a.sql,clean,18,254,5,,100.0,,,db8ba1dff008e4d39115a94b6dea874461a836f038d0f3c90d3ade6ceeca2c53,500,True
task26a.sql,null_heavy,18,254,4,,100.0,,,3e5b2f9b4458c31714604b4dbfcc5167060c3f41ba62a50c3c30f5becc08a5dd,338,True
task26a.sql,duplicate_heavy,18,254,5,,100.0,,,a934dfc5e28783f7700b444b7d261e6f4df86cb4cd1c2c5bd1625ff07116fe42,585,True
task26a.sql,medium,18,254,8,,100.0,,,e20d9d40d3ca89b273ad8adfcfef8fe8f867febdabf5c4535214283b3d74fc1d,5000,True
task26a.sql,large,18,254,40,,100.0,,,8c8f548bc7f14483e734e3bbf05b270404d63f9edbc8db2c99bb451ace46c9ea,50000,True
task27a.sql,clean,17,361,14,,100.0,,,c75abcedfb91a91e800a26d29f1a1c920a0dd370ac5daed92cac25fb006bdf47,9000,True
task27a.sql,null_heavy,17,361,10,,100.0,,,9eed9e9cfed00c868f56a57152193e9d1b2012bbad7065ddc2c54b527e1c6748,6462,True
task27a.sql,duplicate_heavy,17,361,10,,100.0,,,751aec221bcd1b6786d95dfa3835576c38b83bfc72a8706c4eedd006fb5df053,9000,True
task27a.sql,medium,17,361,26,,100.0,,,58e063e50df42a424e582a5f1ed97ee4929524a62bc86edcb55cffc38be29b98,45000,True
task27a.sql,large,17,361,68,,100.0,,,d69760b0b5b7863d35d817974011edfa982b2ea970400e8257a2d59038209958,180000,True
task28a.sql,clean,22,481,0,,100.0,,,,0,True
task28a.sql,null_heavy,22,481,0,,100.0,,,,0,True
task28a.sql,duplicate_heavy,22,481,0,,100.0,,,,0,True
task28a.sql,medium,22,481,0,,100.0,,,,0,True
task28a.sql,large,22,481,0,,100.0,,,,0,True
task29a.sql,clean,20,289,9,,100.0,,,cbbaf9f045f208ecbb62160dfaf5eb2537710cbb9c25a315b8b78529e020b1b7,399,True
task29a.sql,null_heavy,20,289,8,,100.0,,,2ccc5c4622da80c94caa8885e6ddc950839a57f6cba391b7d44f547a7c423554,269,True
task29a.sql,duplicate_heavy,20,289,7,,100.0,,,c348daedd099357ddcdeccaf51c147fdb5dd8889664aa38efa4ad5f2db89aafe,370,True
task29a.sql,medium,20,289,10,,100.0,,,a28f4550c462582bf1aa961b1f9a1165c5730c0e6931bae254925f80fdb01611,1330,True
task29a.sql,large,20,289,21,,100.0,,,1a0312a6a97286b0e2c2ccd5d483e7363e0478437ab260d9c4d4d23adaaf290e,1429,True
task30a.sql,clean,29,424,12,,100.0,,,db869872a5941ebfa7b5f458c7ed5fe710108f6a9a68e9eaf0bf2b754e867fff,100,False
task30a.sql,null_heavy,29,424,7,,100.0,,,76f0015be190573fb51b5aafe3015084228b70099db69f2e76a41c9c56b85302,100,False
task30a.sql,duplicate_heavy,29,424,7,,100.0,,,58ef4ca3eb837d68926f5c7ea59bd36d8536f0eaaf70edb84bc26870fb0a3676,100,False
task30a.sql,medium,29,424,8,,100.0,,,c0f80e7d59a006a26d8f9da3aac32e35b70493eae1232c6d578491c9c72c629e,500,False
task30a.sql,large,29,424,7,,100.0,,,d11a1e53cb6405dcf9bd6fec06559b69ca20f88a1af0ca4ddd594e1a19f7163b,2000,False
task1a.py,clean,30,166,0,5769,36.36,test_task1a.py,100.0,,,
task1a.py,null_heavy,30,166,0,5769,36.36,test_task1a.py,100.0,,,
task1a.py,duplicate_heavy,30,166,0,5769,36.36,test_task1a.py,100.0,,,
task1a.py,medium,30,166,0,5769,36.36,test_task1a.py,100.0,,,
task1a.py,large,30,166,0,5769,36.36,test_task1a.py,100.0,,,
task2a.py,clean,16,331,0,6474,26.32,test_task2a.py,100.0,,,
task2a.py,null_heavy,16,331,0,6474,26.32,test_task2a.py,100.0,,,
task2a.py,duplicate_heavy,16,331,0,6474,26.32,test_task2a.py,100.0,,,
task2a.py,medium,16,331,0,6474,26.32,test_task2a.py,100.0,,,
task2a.py,large,16,331,0,6474,26.32,test_task2a.py,100.0,,,
task3a.py,clean,26,243,0,6190,44.44,test_task3a.py,100.0,,,
task3a.py,null_heavy,26,243,0,6190,44.44,test_task3a.py,100.0,,,
task3a.py,duplicate_heavy,26,243,0,6190,44.44,test_task3a.py,100.0,,,
task3a.py,medium,26,243,0,6190,44.44,test_task3a.py,100.0,,,
task3a.py,large,26,243,0,6190,44.44,test_task3a.py,100.0,,,
task4a.py,clean,16,174,0,5824,36.36,test_task4a.py,100.0,,,
task4a.py,null_heavy,16,174,0,5824,36.36,test_task4a.py,100.0,,,
task4a.py,duplicate_heavy,16,174,0,5824,36.36,test_task4a.py,100.0,,,
task4a.py,medium,16,174,0,5824,36.36,test_task4a.py,100.0,,,
task4a.py,large,16,174,0,5824,36.36,test_task4a.py,100.0,,,
task5a.py,clean,20,234,0,6065,0.0,test_task5a.py,100.0,,,
task5a.py,null_heavy,20,234,0,6065,0.0,test_task5a.py,100.0,,,
task5a.py,duplicate_heavy,20,234,0,6065,0.0,test_task5a.py,100.0,,,
task5a.py,medium,20,234,0,6065,0.0,test_task5a.py,100.0,,,
task5a.py,large,20,234,0,6065,0.0,test_task5a.py,100.0,,,
task6a.py,clean,15,205,0,6082,53.85,test_task6a.py,100.0,,,
task6a.py,null_heavy,15,205,0,6082,53.85,test_task6a.py,100.0,,,
task6a.py,duplicate_heavy,15,205,0,6082,53.85,test_task6a.py,100.0,,,
task6a.py,medium,15,205,0,6082,53.85,test_task6a.py,100.0,,,
task6a.py,large,15,205,0,6082,53.85,test_task6a.py,100.0,,,
task7a.py,clean,18,154,0,5767,45.45,test_task7a.py,100.0,,,
task7a.py,null_heavy,18,154,0,5767,45.45,test_task7a.py,100.0,,,
task7a.py,duplicate_heavy,18,154,0,5767,45.45,test_task7a.py,100.0,,,
task7a.py,medium,18,154,0,5767,45.45,test_task7a.py,100.0,,,
task7a.py,large,18,154,0,5767,45.45,test_task7a.py,100.0,,,
task8a.py,clean,20,199,0,5896,56.25,test_task8a.py,100.0,,,
task8a.py,null_heavy,20,199,0,5896,56.25,test_task8a.py,100.0,,,
task8a.py,duplicate_heavy,20,199,0,5896,56.25,test_task8a.py,100.0,,,
task8a.py,medium,20,199,0,5896,56.25,test_task8a.py,100.0,,,
task8a.py,large,20,199,0,5896,56.25,test_task8a.py,100.0,,,
task9a.py,clean,13,134,0,5610,50.0,test_task9a.py,100.0,,,
task9a.py,null_heavy,13,134,0,5610,50.0,test_task9a.py,100.0,,,
task9a.py,duplicate_heavy,13,134,0,5610,50.0,test_task9a.py,100.0,,,
task9a.py,medium,13,134,0,5610,50.0,test_task9a.py,100.0,,,
task9a.py,large,13,134,0,5610,50.0,test_task9a.py,100.0,,,
task10a.py,clean,24,141,0,5607,37.5,test_task10a.py,100.0,,,
task10a.py,null_heavy,24,141,0,5607,37.5,test_task10a.py,100.0,,,
task10a.py,duplicate_heavy,24,141,0,5607,37.5,test_task10a.py,100.0,,,
task10a.py,medium,24,141,0,5607,37.5,test_task10a.py,100.0,,,
task10a.py,large,24,141,0,5607,37.5,test_task10a.py,100.0,,,
task11a.py,clean,22,232,0,6097,38.46,test_task11a.py,100.0,,,
task11a.py,null_heavy,22,232,0,6097,38.46,test_task11a.py,100.0,,,
task11a.py,duplicate_heavy,22,232,0,6097,38.46,test_task11a.py,100.0,,,
task11a.py,medium,22,232,0,6097,38.46,test_task11a.py,100.0,,,
task11a.py,large,22,232,0,6097,38.46,test_task11a.py,100.0,,,
task12a.py,clean,17,188,0,5803,22.22,test_task12a.py,100.0,,,
task12a.py,null_heavy,17,188,0,5803,22.22,test_task12a.py,100.0,,,
task12a.py,duplicate_heavy,17,188,0,5803,22.22,test_task12a.py,100.0,,,
task12a.py,medium,17,188,0,5803,22.22,test_task12a.py,100.0,,,
task12a.py,large,17,188,0,5803,22.22,test_task12a.py,100.0,,,
task13a.py,clean,17,207,0,6057,27.27,test_task13a.py,100.0,,,
task13a.py,null_heavy,17,207,0,6057,27.27,test_task13a.py,100.0,,,
task13a.py,duplicate_heavy,17,207,0,6057,27.27,test_task13a.py,100.0,,,
task13a.py,medium,17,207,0,6057,27.27,test_task13a.py,100.0,,,
task13a.py,large,17,207,0,6057,27.27,test_task13a.py,100.0,,,
task14a.py,clean,20,235,0,6104,25.0,test_task14a.py,0.0,,,
task14a.py,null_heavy,20,235,0,6080,25.0,test_task14a.py,0.0,,,
task14a.py,duplicate_heavy,20,235,0,6080,25.0,test_task14a.py,0.0,,,
task14a.py,medium,20,235,0,6080,25.0,test_task14a.py,0.0,,,
task14a.py,large,20,235,0,6080,25.0,test_task14a.py,0.0,,,
task15a.py,clean,16,190,0,5783,33.33,test_task15a.py,100.0,,,
task15a.py,null_heavy,16,190,0,5807,33.33,test_task15a.py,100.0,,,
task15a.py,duplicate_heavy,16,190,0,5807,33.33,test_task15a.py,100.0,,,
task15a.py,medium,16,190,0,5807,33.33,test_task15a.py,100.0,,,
task15a.py,large,16,190,0,5807,33.33,test_task15a.py,100.0,,,
task16a.py,clean,21,212,0,6007,45.45,test_task16a.py,100.0,,,
task16a.py,null_heavy,21,212,0,6007,45.45,test_task16a.py,100.0,,,
task16a.py,duplicate_heavy,21,212,0,6007,45.45,test_task16a.py,100.0,,,
task16a.py,medium,21,212,0,6007,45.45,test_task16a.py,100.0,,,
task16a.py,large,21,212,0,6007,45.45,test_task16a.py,100.0,,,
task17a.py,clean,18,312,0,6278,31.25,test_task17a.py,100.0,,,
task17a.py,null_heavy,18,312,0,6278,31.25,test_task17a.py,100.0,,,
task17a.py,duplicate_heavy,18,312,0,6278,31.25,test_task17a.py,100.0,,,
task17a.py,medium,18,312,0,6278,31.25,test_task17a.py,100.0,,,
task17a.py,large,18,312,0,6278,31.25,test_task17a.py,100.0,,,
task18a.py,clean,17,217,0,5964,9.09,test_task18a.py,100.0,,,
task18a.py,null_heavy,17,217,0,5964,9.09,test_task18a.py,100.0,,,
task18a.py,duplicate_heavy,17,217,0,5964,9.09,test_task18a.py,100.0,,,
task18a.py,medium,17,217,0,5964,9.09,test_task18a.py,100.0,,,
task18a.py,large,17,217,0,5964,9.09,test_task18a.py,100.0,,,
task19a.py,clean,20,258,0,6027,41.67,test_task19a.py,100.0,,,
task19a.py,null_heavy,20,258,0,6027,41.67,test_task19a.py,100.0,,,
task19a.py,duplicate_heavy,20,258,0,6027,41.67,test_task19a.py,100.0,,,
task19a.py,medium,20,258,0,6027,41.67,test_task19a.py,100.0,,,
task19a.py,large,20,258,0,6027,41.67,test_task19a.py,100.0,,,
task20a.py,clean,14,238,0,5871,46.67,test_task20a.py,100.0,,,
task20a.py,null_heavy,14,238,0,5871,46.67,test_task20a.py,100.0,,,
task20a.py,duplicate_heavy,14,238,0,5871,46.67,test_task20a.py,100.0,,,
